Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
10720 Pennyback Park Dr NE,3 Beds,2 Baths,"1,600 sqft",Year Built: 1986,2 Car Garage,"$305,000",Albuquerque
200 Valle Alto Dr NE,5 Beds,4 Baths,"4,195 sqft",Year Built: 2011,3 Car Garage,"$620,000",Albuquerque
6016 Strand Loop SE,4 Beds,4 Baths,"2,921 sqft",Year Built: 2021,2 Car Garage,"$585,000",Albuquerque
1518 Solano Dr NE,3 Beds,2 Baths,"1,345 sqft",Year Built: 1954,1 Car Garage,"$400,000",Albuquerque
7416 Maplewood Dr NW,3 Beds,3 Baths,"2,236 sqft",Year Built: 1990,2 Car Garage,"$353,000",Albuquerque
2024 Cougar Run Ct SE,3 Beds,2 Baths,"1,902 sqft",Year Built: 2022,2 Car Garage,"$467,900",Albuquerque
7337 Ticonderoga Rd NE,3 Beds,2 Baths,"1,866 sqft",Year Built: 1978,No Info,"$241,000",Albuquerque
Atrisco Grant,,,,,No Info,"$45,000",Albuquerque
6928 Della Dr SW,4 Beds,3 Baths,"3,051 sqft (on 1.46 acres)",Year Built: 1994,3 Car Garage,"$729,000",Albuquerque
1143 Tony Sanchez Dr SE,4 Beds,3 Baths,"2,450 sqft",Year Built: 1996,2 Car Garage,"$468,900",Albuquerque
817 Benson Park Ct SE,3 Beds,2 Baths,"1,554 sqft",Year Built: 1996,2 Car Garage,"$299,900",Albuquerque
719 Tanager Dr SW,4 Beds,2 Baths,"1,604 sqft",Year Built: 1996,2 Car Garage,"$275,000",Albuquerque
709 Cromwell Ave SW,3 Beds,3 Baths,"1,774 sqft",Year Built: 1940,No Info,"$315,000",Albuquerque
610 Central Ave  SW #3D,Studio,1 Bath,694 sqft,Year Built: 1935,No Info,"$180,000",Albuquerque
1517 La Tuna Pl SE,4 Beds,3 Baths,"3,240 sqft (on 1.45 acres)",Year Built: 1980,Garage,"$499,900",Albuquerque
1931 Brookhaven Pl NW,3 Beds,2 Baths,"1,560 sqft",Year Built: 1993,2 Car Garage,"$295,000",Albuquerque
2423 Woodhill Dr NW,3 Beds,2 Baths,"1,250 sqft",Year Built: 2005,Garage,"$255,000",Albuquerque
13905 Villa Sandia Pl NE,3 Beds,3 Baths,"2,480 sqft",Year Built: 1992,2 Car Garage,"$575,000",Albuquerque
2829 Morningside Dr NE,2 Beds,1 Bath,744 sqft,Year Built: 1951,No Info,"$199,900",Albuquerque
517 Montclaire Dr SE,3 Beds,2 Baths,"1,556 sqft",Year Built: 1950,Garage,"$425,000",Albuquerque
10408 San Gabriel Rd NE,3 Beds,2 Baths,"2,480 sqft",Year Built: 1963,Garage,"$425,000",Albuquerque
3219 Running Bird Pl NW,3 Beds,2 Baths,"1,395 sqft",Year Built: 1995,2 Car Garage,"$295,000",Albuquerque
1101 Sunset Rd SW,3 Beds,2 Baths,"1,305 sqft (on 0.52 acres)",Year Built: 1941,No Info,"$299,000",Albuquerque
11119 Sidney Ave NE,2 Beds,2 Baths,"1,051 sqft",Year Built: 1985,2 Car Garage,"$295,000",Albuquerque
11624 Copper Ave NE,3 Beds,2 Baths,"1,402 sqft",Year Built: 1968,1 Car Garage,"$259,000",Albuquerque
2615 Bosque Del Sol Ln NW,4 Beds,2 Baths,"2,446 sqft (on 0.30 acres)",Year Built: 2001,3 Car Garage,"$655,000",Albuquerque
5135 Mirada Dr NW,3 Beds,3 Baths,"2,286 sqft",Year Built: 2005,2 Car Garage,"$390,000",Albuquerque
3497 Whitehorse Dr SE,,,,,No Info,"$125,000",Albuquerque
923 Vassar Dr NE,3 Beds,2 Baths,"2,188 sqft",Year Built: 1941,No Info,"$515,000",Albuquerque
4200 Douglas Macarthur Rd NE,3 Beds,2 Baths,"1,353 sqft",Year Built: 1960,2 Car Garage,"$260,000",Albuquerque
11804 San Victorio Ave NE,4 Beds,3 Baths,"2,399 sqft",Year Built: 1992,2 Car Garage,"$570,000",Albuquerque
1723 Tent Rocks Dr NW,4 Beds,2 Baths,"2,132 sqft",Year Built: 2019,Garage,"$470,000",Albuquerque
9801 Cameron St NW,4 Beds,3 Baths,"2,178 sqft",Year Built: 2002,3 Car Garage,"$459,000",Albuquerque
12408 Royal Oak Ave NE,3 Beds,3 Baths,"2,463 sqft (on 0.32 acres)",Year Built: 1986,2 Car Garage,"$575,000",Albuquerque
1130 Vassar Dr NE,3 Beds,2 Baths,"1,772 sqft",Year Built: 1948,1 Car Garage,"$369,000",Albuquerque
Paseo Del Bosque NW,,,,,No Info,"$700,000",Albuquerque
521 Paseo Del Bosque NW,4 Beds,3 Baths,"4,240 sqft (on 1 acre)",Year Built: 1975,4 Car Garage,"$789,000",Albuquerque
3306 Herrera Rd NW,3 Beds,2 Baths,"1,498 sqft (on 0.28 acres)",Year Built: 2004,2 Car Garage,"$272,000",Albuquerque
6308 Mesquite Dr NW,3 Beds,3 Baths,"2,000 sqft",Year Built: 1988,2 Car Garage,"$390,000",Albuquerque
203 Aliso Dr NE,3 Beds,2 Baths,"1,601 sqft",Year Built: 1957,No Info,"$389,000",Albuquerque
2860 Walsh Loop SE,3 Beds,2 Baths,"1,931 sqft",Year Built: 2010,2 Car Garage,"$399,000",Albuquerque
14412 Alene Ct NE,4 Beds,4 Baths,"3,667 sqft",Year Built: 1984,Garage,"$450,000",Albuquerque
1912 Quail Run Dr NE,3 Beds,3 Baths,"2,268 sqft",Year Built: 1984,2 Car Garage,"$650,000",Albuquerque
1511 Windmill Ct NW,4 Beds,3 Baths,"3,167 sqft (on 0.83 acres)",Year Built: 1994,3 Car Garage,"$1,075,000",Albuquerque
1312 Rinconado Ln SW,2 Beds,1 Bath,976 sqft,Year Built: 1954,No Info,"$158,000",Albuquerque
304 Princeton Dr SE,2 Beds,1 Bath,"1,067 sqft",Year Built: 1931,No Info,"$295,000",Albuquerque
13551 McCall Ct NE,2 Beds,2 Baths,"1,348 sqft",Year Built: 1981,2 Car Garage,"$295,000",Albuquerque
4701 Aquamarine Dr   NE,3 Beds,2 Baths,"1,559 sqft (on 0.30 acres)",Year Built: 1986,2 Car Garage,"$325,000",Albuquerque
6110 Casa De Vida NE,4 Beds,3 Baths,"2,700 sqft (on 0.28 acres)",Year Built: 1981,2 Car Garage,"$579,000",Albuquerque
3423 Alpha Ct NW,3 Beds,2 Baths,"1,245 sqft",Year Built: 1979,Attached Garage,"$229,900",Albuquerque
345 Pennsylvania St   SE,3 Beds,2 Baths,,Year Built: 1946,No Info,"$269,900",Albuquerque
2918 Jane Ct NE,3 Beds,2 Baths,"1,972 sqft",Year Built: 1961,1 Car Garage,"$430,000",Albuquerque
Hewitt Plan in Inspiration - Apex Series by Pulte Homes,3 Beds,2 Baths,"1,730 sqft",Year Built: 2023,No Info,"$390,990+",Albuquerque
7907 Indian School Rd NE,3 Beds,2 Baths,"1,656 sqft",Year Built: 1952,1 Car Garage,"$310,000",Albuquerque
1507 Silver Ave SW,3 Beds,3 Baths,"2,536 sqft (on 0.29 acres)",Year Built: 1965,2 Car Garage,"$719,000",Albuquerque
7319 Enchanted Sky Ln NE,4 Beds,3 Baths,"2,385 sqft",Year Built: 2005,2 Car Garage,"$650,000",Albuquerque
4433 Desert Chicory Ct SE,2 Beds,2 Baths,"1,215 sqft",Year Built: 2005,2 Car Garage,"$280,000",Albuquerque
2801 Arce Ln SE,4 Beds,4 Baths,"3,450 sqft",,3 Car Garage,"$599,000",Albuquerque
301 Solano Dr SE,3 Beds,2 Baths,"2,729 sqft",Year Built: 1955,2 Car Garage,"$699,000",Albuquerque
1613 Eastridge Dr NE,4 Beds,3 Baths,"2,463 sqft",Year Built: 1967,2 Car Garage,"$415,000",Albuquerque
2108 Palenque Dr SE,3 Beds,2 Baths,"1,280 sqft",Year Built: 2005,2 Car Garage,"$270,000",Albuquerque
1721 Cortina Loop SE,2 Beds,3 Baths,"1,490 sqft",Year Built: 2007,2 Car Garage,"$315,000",Albuquerque
8012 Monte Carlo Dr NW,,,,,No Info,"$210,000",Albuquerque
18900 Frontage Rd   SW,,,,,No Info,"$395,000",Albuquerque
21st St   SW,,,,,No Info,"$3,200",Albuquerque
19th St,,,,,No Info,"$4,000",Albuquerque
151 Hilton Ave NW,2 Beds,1 Bath,"1,022 sqft",Year Built: 1950,No Info,"$180,000",Albuquerque
724 Nakomis Dr NE,3 Beds,2 Baths,"1,171 sqft",Year Built: 1971,Garage,"$255,000",Albuquerque
13204 Slateridge Pl NE,4 Beds,3 Baths,"2,549 sqft",Year Built: 2003,3 Car Garage,"$760,000",Albuquerque
1409 Bluebell Pl NE,4 Beds,3 Baths,"4,485 sqft (on 1.34 acres)",Year Built: 1988,3 Car Garage,"$685,000",Albuquerque
5504 Mountain Rd NE,3 Beds,2 Baths,"1,358 sqft",Year Built: 1950,No Info,"$250,000",Albuquerque
10919 Habanero Way SE,5 Beds,3 Baths,"1,760 sqft",Year Built: 2005,Garage,"$315,000",Albuquerque
8116 Corte Del Viento NW,4 Beds,3 Baths,"2,576 sqft",Year Built: 1995,3 Car Garage,"$400,000",Albuquerque
7612 Oakland Ave NE,4 Beds,3 Baths,"2,744 sqft",,2 Car Garage,"$530,000",Albuquerque
806 Airway Rd SW,3 Beds,1 Bath,"1,210 sqft",Year Built: 1945,Garage,"$200,000",Albuquerque
7509 Primrose Dr NW,3 Beds,2 Baths,"1,508 sqft",Year Built: 1990,2 Car Garage,"$340,000",Albuquerque
10815 Rocky Mountain Dr NW,5 Beds,3 Baths,"3,241 sqft",Year Built: 2002,3 Car Garage,"$495,000",Albuquerque
1217 Columbia Dr NE,3 Beds,2 Baths,"1,450 sqft",Year Built: 1948,No Info,"$399,999",Albuquerque
3908 Alamogordo Dr NW,4 Beds,4 Baths,"3,192 sqft (on 0.37 acres)",Year Built: 2006,3 Car Garage,"$825,000",Albuquerque
The Eileen Plan in Ascension by Abrazo Homes,3 Beds,3 Baths,"2,037 sqft",Year Built: 2023,No Info,"$731,905+",Albuquerque
472 Yucca Dr NW,4 Beds,3 Baths,"2,736 sqft",Year Built: 1965,2 Car Garage,"$375,000",Albuquerque
Park Place Plan in Inspiration - Apex Series by Pulte Homes,4 Beds,3 Baths,"2,932 sqft",Year Built: 2023,No Info,"$446,990+",Albuquerque
10448 Venticello Dr NW,4 Beds,3 Baths,"2,948 sqft",Year Built: 2004,3 Car Garage,"$500,000",Albuquerque
8112 Summerfield Ct SW,3 Beds,2 Baths,"1,407 sqft",Year Built: 1998,2 Car Garage,"$265,000",Albuquerque
Sunflower Plan in Rainbow Canyon by Centex Homes,3 Beds,3 Baths,"2,198 sqft",Year Built: 2023,No Info,"$405,990+",Albuquerque
10908 Esmeralda Dr NW,4 Beds,3 Baths,"2,053 sqft",Year Built: 2017,2 Car Garage,"$330,000",Albuquerque
413 12th Ave  SE,,,,,No Info,"$30,000",Albuquerque
409 12th Ave  SE,,,,,No Info,"$30,000",Albuquerque
1712 Mount Hood Trl  NW,6 Beds,5 Baths,"4,529 sqft",Year Built: 2023,3 Car Garage,"$839,375",Albuquerque
1709 Mount Hood Trl  NW,5 Beds,4 Baths,"3,501 sqft",Year Built: 2023,2 Car Garage,"$725,000",Albuquerque
1704 Mount Hood Trl,5 Beds,4 Baths,"3,550 sqft",Year Built: 2023,4 Car Garage,"$750,000",Albuquerque
6200 Lola Dr NE,4 Beds,3 Baths,"2,206 sqft",Year Built: 1973,2 Car Garage,"$360,000",Albuquerque
10720 Sabino Loop,3 Beds,2 Baths,"1,289 sqft",,2 Car Garage,"$303,990",Albuquerque
10716 Sabino Loop,4 Beds,2 Baths,"1,602 sqft",,Garage,"$328,090",Albuquerque
11724 Tivoli Ave NE,4 Beds,2 Baths,"2,130 sqft (on 0.25 acres)",Year Built: 1967,2 Car Garage,"$465,000",Albuquerque
712 Vista Del Pueblo St SW,3 Beds,2 Baths,"1,438 sqft",Year Built: 1995,2 Car Garage,"$229,000",Albuquerque
10300 San Gabriel Rd NE,4 Beds,2 Baths,"1,606 sqft",Year Built: 1963,2 Car Garage,"$375,000",Albuquerque
715 Marquette Ave NW,3 Beds,2 Baths,"2,250 sqft",Year Built: 1928,No Info,"$395,000",Albuquerque
The Anne Plan in Durango at The Trails by Abrazo Homes,4 Beds,2 Baths,"1,969 sqft",Year Built: 2023,No Info,"$540,000+",Albuquerque
Theresa Rd   SW,,,,,No Info,"$1,010,000",Albuquerque
621 1st St   NE,4 Beds,3 Baths,"2,073 sqft (on 0.50 acres)",Year Built: 2023,Garage,"$485,000",Albuquerque
Plan 3014 - The Sierra in Los Diamantes by D.R. Horton - Albuquerque,3 Beds,2 Baths,"1,519 sqft",Year Built: 2023,No Info,"$349,990+",Albuquerque
1202 Girard Blvd NE,3 Beds,2 Baths,"1,131 sqft",Year Built: 1931,No Info,"$400,000",Albuquerque
12309 Carmel Ave NE,5 Beds,5 Baths,"6,532 sqft (on 0.89 acres)",Year Built: 1994,3 Car Garage,"$1,100,000",Albuquerque
Dennison Plan in Rainbow Canyon by Centex Homes,4 Beds,3 Baths,"2,415 sqft",Year Built: 2023,No Info,"$425,990+",Albuquerque
The Norma Plan in Ascension by Abrazo Homes,3 Beds,3 Baths,"2,392 sqft",Year Built: 2023,No Info,"$753,870+",Albuquerque
132 Kenyan Pl NW,3 Beds,3 Baths,"2,272 sqft (on 0.45 acres)",Year Built: 2004,2 Car Garage,"$485,000",Albuquerque
4209 Ridgerunner Rd NW,5 Beds,3 Baths,"2,912 sqft",Year Built: 2001,3 Car Garage,"$475,000",Albuquerque
7605 Wells Fargo Trl NW,3 Beds,2 Baths,"1,851 sqft",Year Built: 1984,2 Car Garage,"$339,900",Albuquerque
Address Not Disclosed,5 Beds,8 Baths,"13,000 sqft (on 2.76 acres)",Year Built: 2007,6 Car Garage,"$5,500,000",Albuquerque
419 Bethel Dr SE,3 Beds,1 Bath,"1,300 sqft",Year Built: 1987,Garage,"$200,000",Albuquerque
5645 Knight Rd NE,2 Beds,2 Baths,"1,930 sqft",Year Built: 1972,2 Car Garage,"$350,000",Albuquerque
The Tulum Plan in Las Residencias by Abrazo Homes,3 Beds,2 Baths,"1,527 sqft",Year Built: 2023,No Info,"$360,970+",Albuquerque
639 Turmalina Loop,3 Beds,2 Baths,"1,420 sqft",,2 Car Garage,"$359,990",Albuquerque
The Mazatlan Plan in Las Residencias by Abrazo Homes,3 Beds,3 Baths,"2,099 sqft",Year Built: 2023,No Info,"$391,970+",Albuquerque
Catalina Plan in Inspiration - Peak Series by Pulte Homes,3 Beds,2 Baths,"2,669 sqft",Year Built: 2023,No Info,"$539,990+",Albuquerque
1413 Tiffany Ln SE,5 Beds,3 Baths,"2,330 sqft",Year Built: 2001,Garage,"$448,000",Albuquerque
2908 Maplewood Dr SW,3 Beds,1 Bath,"1,622 sqft (on 0.49 acres)",Year Built: 1973,Garage,"$309,900",Albuquerque
348 Terra Vista Trl SE,4 Beds,3 Baths,"2,429 sqft",Year Built: 2005,2 Car Garage,"$387,000",Albuquerque
The Stout Plan in Mesa Del Sol by Abrazo Homes,3 Beds,3 Baths,"2,593 sqft",Year Built: 2023,No Info,"$450,990+",Albuquerque
6409 Los Cantos Ave NW,3 Beds,3 Baths,"1,742 sqft",Year Built: 2016,2 Car Garage,"$415,000",Albuquerque
La Paz Plan in Las Residencias by Abrazo Homes,3 Beds,2 Baths,"1,410 sqft",Year Built: 2023,No Info,"$339,970+",Albuquerque
Sanctuary Plan in Del Webb at Mirehaven by Del Webb,2 Beds,2 Baths,"1,708 sqft",Year Built: 2023,No Info,"$500,000+",Albuquerque
12205 Camelot Pl NE,4 Beds,3 Baths,"3,579 sqft (on 0.27 acres)",Year Built: 1998,3 Car Garage,"$925,000",Albuquerque
10204 Keeping Dr NW,6 Beds,3 Baths,"3,008 sqft (on 0.35 acres)",Year Built: 1973,2 Car Garage,"$535,000",Albuquerque
4301 Chinlee Ave NE,4 Beds,3 Baths,"3,929 sqft (on 0.38 acres)",Year Built: 1963,2 Car Garage,"$830,000",Albuquerque
8909 Winncrest Trl NW,5 Beds,3 Baths,"3,509 sqft",Year Built: 2006,3 Car Garage,"$500,000",Albuquerque
Plan 3013 - The Sophia in Los Diamantes by D.R. Horton - Albuquerque,3 Beds,2 Baths,"1,420 sqft",Year Built: 2023,No Info,"$340,990+",Albuquerque
Verbena Plan in Inspiration - Apex Series by Pulte Homes,2 Beds,2 Baths,"1,567 sqft",Year Built: 2023,No Info,"$379,990+",Albuquerque
11812 Badger Mountain Trl  NW,4 Beds,4 Baths,"2,786 sqft",Year Built: 2021,2 Car Garage,"$572,000",Albuquerque
3150 Rio Bravo Blvd SW,3 Beds,3 Baths,"2,826 sqft (on 1.49 acres)",Year Built: 1997,3 Car Garage,"$599,900",Albuquerque
